verification_result,failed_attempts,verification_frequency,key_size,algorithm,hour,signature_size,certificate_valid,source_frequency,failed_verification_rate,document_size,metadata_anomaly,replay_indicator,key_age_days,time_since_previous,threat
1,12,20,2048,RSA-PKCS1v15,4,883,0,40,0.6,4231,1,0,1462,71,1
0,1,1,2048,RSA-PKCS1v15,21,322,1,31,1.0,3995,0,1,854,556,1
1,5,8,1024,RSA-PSS,21,780,1,33,0.625,1279,0,0,683,852,1
1,2,16,3072,RSA-PSS,5,347,1,30,0.125,4716,0,1,1023,195,0
0,0,14,3072,RSA-PSS,4,1013,1,31,0.0,1304,0,0,1542,569,0
1,0,12,2048,RSA-PSS,12,906,0,34,0.0,1019,0,0,951,292,0
0,11,23,2048,RSA-PSS,4,499,1,7,0.4782608695652174,2101,0,0,44,57,1
1,15,15,4096,RSA-PSS,12,596,1,25,1.0,1767,0,0,603,889,1
1,14,28,2048,RSA-PKCS1v15,23,559,1,16,0.5,1974,1,0,1732,683,1
1,0,34,2048,RSA-PSS,19,653,1,22,0.0,4653,0,0,1540,300,0
1,0,2,3072,RSA-PSS,22,958,1,36,0.0,1201,0,0,633,318,0
1,2,32,2048,RSA-PSS,7,703,1,27,0.0625,1063,1,1,1599,371,1
1,14,23,4096,RSA-PKCS1v15,8,352,1,17,0.6086956521739131,2851,0,0,92,83,1
1,3,22,2048,RSA-PSS,20,586,1,4,0.13636363636363635,2414,0,0,759,829,0
1,3,25,3072,RSA-PKCS1v15,18,460,1,35,0.12,3572,0,0,731,94,0
1,17,22,3072,RSA-PSS,19,704,1,41,0.7727272727272727,3714,0,0,954,267,1
0,16,22,4096,RSA-PSS,14,673,1,22,0.7272727272727273,1832,0,0,1462,845,1
1,2,6,2048,RSA-PSS,21,904,1,47,0.3333333333333333,1281,1,1,337,376,1
0,10,15,3072,RSA-PSS,9,332,1,35,0.6666666666666666,1729,0,0,1767,161,1
1,13,33,3072,RSA-PSS,10,804,1,44,0.3939393939393939,262,0,0,1318,614,1
1,0,8,3072,RSA-PSS,4,680,0,15,0.0,2778,0,0,700,502,0
1,5,5,3072,RSA-PKCS1v15,8,684,1,40,1.0,1569,0,0,1844,377,1
1,1,4,3072,RSA-PSS,10,740,1,44,0.25,746,1,0,925,112,0
1,4,6,4096,RSA-PSS,18,390,1,21,0.6666666666666666,1938,0,0,680,578,0
1,3,32,2048,RSA-PSS,1,909,0,13,0.09375,2200,1,0,967,622,1
1,23,30,1024,RSA-PKCS1v15,5,509,1,47,0.7666666666666667,1012,1,0,264,632,1
0,28,35,4096,RSA-PSS,22,815,1,11,0.8,2995,0,0,105,279,1
1,5,16,2048,RSA-PKCS1v15,20,510,1,49,0.3125,1932,0,0,224,754,0
1,8,13,4096,RSA-PSS,0,901,1,27,0.6153846153846154,3762,0,0,1443,433,1
1,0,30,3072,RSA-PSS,2,975,1,31,0.0,4147,0,1,978,660,1
1,16,19,3072,RSA-PKCS1v15,2,754,1,44,0.8421052631578947,3712,0,0,115,242,1
1,7,17,2048,RSA-PKCS1v15,13,868,1,32,0.4117647058823529,3202,0,0,891,222,0
1,18,19,2048,RSA-PSS,19,739,1,30,0.9473684210526315,3844,0,0,1259,783,1
0,20,28,3072,RSA-PKCS1v15,21,301,1,18,0.7142857142857143,4448,0,0,1808,962,1
1,0,26,4096,RSA-PKCS1v15,4,698,1,16,0.0,4437,0,0,1298,286,0
1,4,26,4096,RSA-PSS,16,837,1,35,0.15384615384615385,3537,0,0,1979,985,0
0,15,23,2048,RSA-PSS,14,903,1,9,0.6521739130434783,350,0,0,1254,4,1
1,5,9,2048,RSA-PSS,5,834,0,39,0.5555555555555556,2398,0,0,729,320,1
1,7,12,2048,RSA-PKCS1v15,13,259,0,37,0.5833333333333334,3497,0,0,34,321,1
1,0,1,4096,RSA-PSS,13,991,1,10,0.0,1710,0,1,1412,8,0
1,1,1,2048,RSA-PSS,16,256,1,12,1.0,1243,0,1,1733,52,1
0,34,34,1024,RSA-PKCS1v15,7,545,1,8,1.0,2580,0,0,1525,142,1
1,18,32,2048,RSA-PKCS1v15,7,364,1,3,0.5625,2308,0,1,895,826,1
0,11,25,2048,RSA-PSS,18,830,1,19,0.44,147,0,1,462,779,1
1,1,1,4096,RSA-PKCS1v15,8,715,0,11,1.0,2808,0,0,449,827,1
1,10,16,3072,RSA-PKCS1v15,10,521,1,8,0.625,2940,0,0,829,280,1
1,1,5,2048,RSA-PKCS1v15,12,393,0,26,0.2,3930,0,0,1238,88,0
0,19,22,2048,RSA-PSS,12,689,1,45,0.8636363636363636,4192,0,1,1070,160,1
1,3,29,2048,RSA-PSS,23,299,1,23,0.10344827586206896,1843,0,0,405,985,0
1,3,3,1024,RSA-PSS,18,765,1,10,1.0,2149,0,0,333,814,0
0,6,12,2048,RSA-PKCS1v15,20,517,1,18,0.5,217,0,0,240,28,1
1,1,26,3072,RSA-PSS,18,983,1,12,0.038461538461538464,2243,0,0,1278,528,0
1,4,16,2048,RSA-PSS,4,888,1,39,0.25,1860,0,0,228,810,0
1,7,22,2048,RSA-PKCS1v15,15,407,1,26,0.3181818181818182,1697,0,0,733,871,0
0,6,29,2048,RSA-PKCS1v15,8,468,1,11,0.20689655172413793,2213,0,1,891,272,1
0,13,14,4096,RSA-PSS,19,489,1,10,0.9285714285714286,2218,0,0,166,100,1
1,23,28,3072,RSA-PKCS1v15,21,878,1,3,0.8214285714285714,860,1,0,585,908,1
1,2,5,3072,RSA-PSS,2,616,1,7,0.4,2213,0,0,737,204,0
0,17,30,3072,RSA-PSS,18,575,1,4,0.5666666666666667,3700,0,0,1535,190,1
0,2,5,3072,RSA-PSS,4,477,1,40,0.4,3365,0,0,598,546,1
1,2,12,1024,RSA-PKCS1v15,7,993,1,8,0.16666666666666666,2619,1,1,593,294,1
1,15,16,4096,RSA-PKCS1v15,13,465,1,38,0.9375,233,0,0,1980,895,1
0,7,26,2048,RSA-PSS,23,651,1,13,0.2692307692307692,3784,1,0,727,980,1
1,0,26,2048,RSA-PSS,2,838,1,12,0.0,1421,0,1,1700,943,1
1,16,21,4096,RSA-PSS,23,744,1,35,0.7619047619047619,4402,0,1,1414,975,1
0,11,33,2048,RSA-PSS,12,856,0,38,0.3333333333333333,332,0,0,1776,790,1
1,29,30,4096,RSA-PKCS1v15,10,719,1,43,0.9666666666666667,1521,0,0,1447,848,1
1,20,23,3072,RSA-PSS,7,955,1,36,0.8695652173913043,2096,1,0,925,344,1
1,10,10,4096,RSA-PSS,18,879,1,47,1.0,4610,0,0,1435,771,1
1,4,5,4096,RSA-PKCS1v15,9,707,0,2,0.8,2297,0,0,1605,769,1
1,26,34,4096,RSA-PSS,17,668,1,15,0.7647058823529411,696,0,0,649,53,1
1,11,31,4096,RSA-PSS,17,1006,1,49,0.3548387096774194,2027,0,0,1688,704,1
1,0,10,4096,RSA-PSS,6,731,1,34,0.0,1478,0,0,447,684,0
1,5,19,3072,RSA-PSS,15,511,1,39,0.2631578947368421,3933,0,0,1427,47,0
1,32,32,2048,RSA-PSS,5,405,1,26,1.0,4845,0,0,97,422,1
0,0,1,2048,RSA-PKCS1v15,15,382,1,48,0.0,1006,0,0,379,703,1
0,0,5,3072,RSA-PKCS1v15,15,647,1,5,0.0,2544,0,0,670,883,0
1,3,4,4096,RSA-PKCS1v15,22,735,1,48,0.75,2822,0,0,1210,465,0
1,13,16,3072,RSA-PKCS1v15,23,652,1,25,0.8125,632,0,0,1704,553,1
0,4,24,4096,RSA-PSS,0,657,1,34,0.16666666666666666,3834,0,0,1268,917,1
1,0,16,4096,RSA-PKCS1v15,23,529,1,47,0.0,2793,0,0,631,429,0
1,1,2,2048,RSA-PKCS1v15,18,394,1,4,0.5,4403,0,0,708,397,0
1,17,28,2048,RSA-PKCS1v15,2,358,1,34,0.6071428571428571,1085,1,0,503,194,1
0,18,32,2048,RSA-PKCS1v15,5,497,1,27,0.5625,313,0,0,288,66,1
1,21,27,2048,RSA-PKCS1v15,3,372,1,42,0.7777777777777778,673,0,0,369,555,1
1,4,20,3072,RSA-PKCS1v15,3,469,1,29,0.2,2956,0,1,65,702,1
1,1,24,4096,RSA-PKCS1v15,3,739,0,5,0.041666666666666664,4004,0,0,162,601,1
1,6,12,4096,RSA-PKCS1v15,9,784,1,18,0.5,2002,0,0,597,476,1
0,3,35,2048,RSA-PSS,8,946,0,4,0.08571428571428572,3505,0,0,927,688,1
1,32,33,1024,RSA-PKCS1v15,7,479,1,1,0.9696969696969697,2704,0,0,571,881,1
1,12,33,2048,RSA-PSS,18,525,1,50,0.36363636363636365,4314,0,0,974,26,1
0,3,12,3072,RSA-PKCS1v15,16,389,1,20,0.25,3208,0,1,1818,99,1
1,1,3,2048,RSA-PKCS1v15,16,369,0,6,0.3333333333333333,528,0,0,662,476,0
1,0,1,2048,RSA-PKCS1v15,0,696,1,20,0.0,4443,0,0,1442,573,0
1,14,33,2048,RSA-PSS,19,899,1,20,0.42424242424242425,1879,0,0,481,893,0
1,6,10,2048,RSA-PSS,13,906,1,46,0.6,3820,1,0,1657,762,1
0,13,29,4096,RSA-PKCS1v15,21,620,1,27,0.4482758620689655,922,0,0,269,887,1
1,6,13,2048,RSA-PSS,19,487,1,26,0.46153846153846156,3944,0,0,1791,830,0
1,2,12,1024,RSA-PKCS1v15,10,713,1,32,0.16666666666666666,4912,0,0,736,737,0
1,31,31,1024,RSA-PSS,2,630,1,10,1.0,3198,0,0,567,82,1
1,1,2,2048,RSA-PSS,23,859,1,18,0.5,1325,0,0,1672,398,0
1,28,35,3072,RSA-PSS,7,866,1,41,0.8,3238,1,0,1214,694,1
1,23,23,3072,RSA-PKCS1v15,21,462,1,12,1.0,581,1,0,406,937,1
1,17,17,3072,RSA-PSS,9,775,1,10,1.0,3265,0,0,765,700,1
1,9,26,3072,RSA-PSS,16,723,1,24,0.34615384615384615,2481,1,1,1513,393,1
1,8,8,2048,RSA-PKCS1v15,7,698,1,24,1.0,107,0,0,1336,44,1
1,24,29,3072,RSA-PSS,21,576,1,38,0.8275862068965517,4043,0,0,1620,824,1
1,7,26,1024,RSA-PKCS1v15,0,348,1,46,0.2692307692307692,1649,0,0,1941,478,1
1,9,10,2048,RSA-PKCS1v15,19,663,1,25,0.9,4852,0,0,866,771,1
1,9,26,4096,RSA-PSS,20,413,1,8,0.34615384615384615,4037,0,0,1713,610,0
1,16,34,4096,RSA-PKCS1v15,6,354,1,14,0.47058823529411764,270,1,0,1118,865,1
1,1,7,3072,RSA-PSS,23,480,1,43,0.14285714285714285,945,0,0,390,91,0
1,1,4,2048,RSA-PSS,8,696,1,31,0.25,1807,0,0,547,827,0
1,4,11,2048,RSA-PKCS1v15,11,975,0,24,0.36363636363636365,341,0,0,1435,329,0
1,27,29,4096,RSA-PSS,21,840,0,16,0.9310344827586207,4220,0,1,1236,653,1
1,8,25,2048,RSA-PSS,8,656,1,20,0.32,277,1,0,1662,414,1
0,4,21,2048,RSA-PKCS1v15,19,826,1,38,0.19047619047619047,2069,0,0,1393,821,1
0,1,10,2048,RSA-PKCS1v15,23,319,1,47,0.1,82,0,0,742,764,1
1,9,9,2048,RSA-PSS,2,1023,0,15,1.0,2931,1,0,1192,720,1
1,19,24,2048,RSA-PKCS1v15,3,815,1,14,0.7916666666666666,2463,0,0,1038,691,1
0,26,35,3072,RSA-PKCS1v15,9,534,1,12,0.7428571428571429,3898,0,0,586,810,1
0,11,35,3072,RSA-PKCS1v15,3,965,1,34,0.3142857142857143,187,0,1,1588,922,1
0,6,18,4096,RSA-PKCS1v15,21,925,1,8,0.3333333333333333,2009,0,1,874,699,1
1,2,32,1024,RSA-PSS,8,774,1,19,0.0625,781,0,0,1231,837,0
1,9,24,2048,RSA-PSS,21,503,1,46,0.375,955,0,0,1832,110,1
1,1,23,3072,RSA-PKCS1v15,0,623,1,5,0.043478260869565216,4505,0,0,43,219,0
1,24,32,3072,RSA-PSS,4,999,1,27,0.75,279,0,0,880,463,1
1,2,12,3072,RSA-PKCS1v15,8,873,1,41,0.16666666666666666,1865,0,0,1466,860,0
1,1,13,4096,RSA-PKCS1v15,4,353,1,13,0.07692307692307693,1665,0,0,1539,515,0
1,23,23,2048,RSA-PSS,5,523,1,32,1.0,3762,0,0,911,553,1
0,9,25,4096,RSA-PSS,18,315,1,31,0.36,2543,1,0,1965,637,1
1,21,35,3072,RSA-PSS,7,755,1,41,0.6,4164,0,0,607,257,1
1,25,30,2048,RSA-PSS,9,563,1,46,0.8333333333333334,2699,0,0,1419,193,1
1,10,17,4096,RSA-PKCS1v15,10,748,1,37,0.5882352941176471,4992,0,1,238,627,1
0,6,20,3072,RSA-PKCS1v15,12,666,1,2,0.3,4371,0,0,1703,70,1
0,14,25,2048,RSA-PSS,19,395,1,7,0.56,2132,0,0,1555,459,1
0,5,22,1024,RSA-PKCS1v15,3,583,1,48,0.22727272727272727,3171,1,0,719,382,1
1,3,13,2048,RSA-PSS,10,719,1,11,0.23076923076923078,514,0,0,742,818,0
1,8,19,3072,RSA-PSS,11,957,1,11,0.42105263157894735,2414,0,1,404,494,1
0,5,12,2048,RSA-PSS,4,892,1,23,0.4166666666666667,2211,0,0,214,848,1
1,19,19,2048,RSA-PKCS1v15,9,418,1,31,1.0,3299,0,0,1991,97,1
1,11,12,1024,RSA-PKCS1v15,23,315,1,44,0.9166666666666666,4591,0,0,1592,728,1
0,2,9,3072,RSA-PSS,6,286,1,45,0.2222222222222222,1163,0,0,846,827,1
1,3,7,4096,RSA-PSS,20,588,1,8,0.42857142857142855,4171,0,0,1398,224,0
1,2,28,4096,RSA-PSS,8,331,1,32,0.07142857142857142,2437,0,0,132,842,0
1,14,14,2048,RSA-PSS,8,1010,1,48,1.0,1346,0,1,9,831,1
1,1,31,4096,RSA-PKCS1v15,9,572,1,21,0.03225806451612903,416,0,0,1767,281,0
1,1,19,3072,RSA-PKCS1v15,9,672,0,31,0.05263157894736842,3488,1,0,153,906,1
0,2,16,4096,RSA-PSS,1,445,1,1,0.125,4054,0,0,431,333,0
1,5,5,2048,RSA-PSS,3,744,1,13,1.0,286,1,0,483,892,1
1,14,35,2048,RSA-PKCS1v15,7,570,1,11,0.4,3490,0,0,305,641,0
1,10,12,4096,RSA-PSS,13,551,1,29,0.8333333333333334,2371,0,0,1947,611,1
0,9,25,2048,RSA-PKCS1v15,16,756,1,4,0.36,2606,0,0,284,782,1
0,8,21,3072,RSA-PKCS1v15,12,432,1,36,0.38095238095238093,1978,0,0,472,405,1
0,0,23,4096,RSA-PSS,20,974,1,15,0.0,470,0,0,993,496,1
0,15,16,4096,RSA-PKCS1v15,23,470,1,3,0.9375,2456,0,0,190,759,1
1,5,14,4096,RSA-PKCS1v15,17,908,1,29,0.35714285714285715,3749,1,0,1552,186,1
1,8,31,3072,RSA-PKCS1v15,17,852,1,21,0.25806451612903225,1592,0,0,512,756,0
1,2,5,2048,RSA-PKCS1v15,12,949,1,2,0.4,3527,0,0,343,38,0
1,35,35,1024,RSA-PSS,7,587,1,6,1.0,4812,0,0,1454,769,1
1,1,23,3072,RSA-PKCS1v15,11,383,1,31,0.043478260869565216,4208,1,0,715,852,0
0,28,29,3072,RSA-PKCS1v15,22,524,1,24,0.9655172413793104,2385,0,0,1710,760,1
1,3,11,2048,RSA-PKCS1v15,23,806,1,40,0.2727272727272727,2749,1,0,680,645,0
1,0,18,2048,RSA-PSS,20,790,1,17,0.0,981,0,0,1875,488,0
1,2,12,3072,RSA-PSS,0,1009,1,5,0.16666666666666666,1335,0,0,1058,556,0
1,9,9,4096,RSA-PSS,19,621,1,2,1.0,162,1,0,471,992,1
1,8,10,4096,RSA-PKCS1v15,17,874,1,12,0.8,3618,0,0,1418,705,1
1,9,17,4096,RSA-PSS,2,603,1,5,0.5294117647058824,3970,1,0,741,506,1
1,4,7,4096,RSA-PSS,11,397,1,42,0.5714285714285714,3116,0,0,1519,489,0
1,10,13,3072,RSA-PSS,18,400,0,41,0.7692307692307693,3096,0,0,513,57,1
1,5,9,4096,RSA-PKCS1v15,12,500,1,20,0.5555555555555556,739,1,0,1346,512,1
1,18,27,3072,RSA-PSS,9,697,1,8,0.6666666666666666,3977,0,0,1139,248,1
0,0,2,4096,RSA-PSS,14,958,1,1,0.0,4179,0,0,1238,104,0
1,2,5,4096,RSA-PSS,19,545,1,6,0.4,4961,0,0,1790,557,0
0,23,29,4096,RSA-PKCS1v15,1,946,1,11,0.7931034482758621,4012,0,0,145,60,1
1,3,19,2048,RSA-PKCS1v15,18,367,1,3,0.15789473684210525,2342,0,0,559,578,0
1,1,8,2048,RSA-PSS,2,469,1,31,0.125,1583,0,0,792,735,0
1,1,1,2048,RSA-PSS,13,905,1,28,1.0,3278,0,0,1202,559,0
1,12,22,2048,RSA-PSS,6,455,0,47,0.5454545454545454,4385,0,0,1749,238,1
1,0,17,2048,RSA-PKCS1v15,7,660,1,43,0.0,4892,0,0,360,371,0
1,0,7,2048,RSA-PKCS1v15,10,676,1,5,0.0,695,0,0,285,26,0
1,12,25,2048,RSA-PSS,21,262,1,26,0.48,3898,0,0,1269,393,0
1,3,4,3072,RSA-PKCS1v15,19,780,1,16,0.75,1589,1,0,765,819,1
1,6,6,3072,RSA-PSS,5,847,1,31,1.0,978,1,0,1230,606,1
1,16,31,2048,RSA-PKCS1v15,10,541,1,28,0.5161290322580645,3747,0,0,584,110,1
1,8,19,3072,RSA-PSS,16,926,0,7,0.42105263157894735,2043,0,0,1758,392,1
1,3,27,3072,RSA-PKCS1v15,9,644,1,38,0.1111111111111111,777,0,0,1366,773,0
1,2,10,3072,RSA-PSS,23,671,1,9,0.2,655,0,0,727,254,0
1,0,26,4096,RSA-PKCS1v15,16,968,1,39,0.0,4131,0,0,1384,807,0
0,9,19,2048,RSA-PSS,20,405,1,35,0.47368421052631576,1089,0,1,1523,836,1
0,3,3,2048,RSA-PSS,1,683,1,43,1.0,646,0,0,1165,552,1
0,8,13,2048,RSA-PSS,5,548,1,27,0.6153846153846154,4335,0,0,960,804,1
1,12,28,2048,RSA-PSS,4,589,1,12,0.42857142857142855,2110,0,0,1692,917,0
1,13,20,3072,RSA-PKCS1v15,3,527,1,25,0.65,110,1,0,1246,766,1
1,9,28,2048,RSA-PSS,1,298,1,43,0.32142857142857145,3927,0,0,1413,97,1
1,5,8,2048,RSA-PKCS1v15,11,723,1,29,0.625,4909,0,0,1354,538,1
1,1,1,2048,RSA-PKCS1v15,2,574,0,31,1.0,878,0,0,743,104,1
1,1,3,2048,RSA-PSS,5,747,1,34,0.3333333333333333,4107,0,0,1417,615,0
1,0,13,3072,RSA-PSS,23,782,1,33,0.0,31,0,0,654,587,0
1,9,28,3072,RSA-PSS,13,1015,1,27,0.32142857142857145,2635,1,0,358,597,1
1,17,25,2048,RSA-PSS,7,427,1,2,0.68,1913,0,0,1418,496,1
1,26,33,2048,RSA-PKCS1v15,20,985,1,14,0.7878787878787878,2586,0,0,1953,214,1
1,5,6,1024,RSA-PKCS1v15,20,904,0,13,0.8333333333333334,4119,0,0,587,113,1
1,20,32,1024,RSA-PKCS1v15,13,576,1,24,0.625,4624,0,0,40,312,1
1,14,21,4096,RSA-PKCS1v15,2,994,0,5,0.6666666666666666,3303,0,0,902,569,1
1,14,16,1024,RSA-PSS,15,299,1,34,0.875,1945,0,0,273,955,1
0,3,21,3072,RSA-PKCS1v15,14,787,1,23,0.14285714285714285,625,1,0,1444,896,1
1,10,11,4096,RSA-PSS,6,886,1,19,0.9090909090909091,2460,0,0,1094,101,1
1,8,35,2048,RSA-PSS,14,709,1,30,0.22857142857142856,3594,0,0,829,762,0
1,18,19,2048,RSA-PKCS1v15,12,1001,1,49,0.9473684210526315,296,1,0,623,647,1
0,16,20,4096,RSA-PKCS1v15,5,338,1,43,0.8,3328,0,0,458,938,1
1,10,18,4096,RSA-PKCS1v15,14,798,1,16,0.5555555555555556,1933,0,1,1969,653,1
1,8,14,3072,RSA-PKCS1v15,16,577,0,50,0.5714285714285714,4931,0,0,234,84,1
0,8,15,4096,RSA-PKCS1v15,3,489,1,40,0.5333333333333333,2783,0,0,197,719,1
1,9,31,4096,RSA-PKCS1v15,21,795,0,34,0.2903225806451613,2100,0,0,1875,742,1
0,1,1,2048,RSA-PSS,21,507,1,49,1.0,2811,0,0,1735,930,1
0,3,3,4096,RSA-PSS,13,1020,1,11,1.0,1002,0,0,1533,868,1
0,12,16,3072,RSA-PSS,14,704,1,14,0.75,1594,0,0,536,949,1
0,7,23,3072,RSA-PKCS1v15,11,494,0,48,0.30434782608695654,1913,0,0,1843,302,1
1,6,11,4096,RSA-PSS,18,745,1,47,0.5454545454545454,885,0,0,938,953,1
0,0,12,4096,RSA-PSS,21,719,1,15,0.0,4839,0,0,147,573,0
1,4,10,2048,RSA-PSS,9,569,1,35,0.4,1895,0,0,574,217,0
0,22,32,1024,RSA-PSS,5,430,1,7,0.6875,153,1,0,1483,568,1
1,14,16,3072,RSA-PSS,8,961,1,29,0.875,2266,1,0,1091,541,1
0,3,8,3072,RSA-PSS,1,435,1,44,0.375,1132,0,0,30,623,1
1,0,12,3072,RSA-PKCS1v15,3,640,0,22,0.0,709,1,0,107,92,1
0,24,24,4096,RSA-PKCS1v15,8,550,1,23,1.0,4219,1,0,1702,654,1
1,13,28,4096,RSA-PKCS1v15,14,470,1,24,0.4642857142857143,280,0,0,390,452,0
1,4,8,2048,RSA-PSS,12,970,1,35,0.5,72,0,0,879,614,0
0,10,28,2048,RSA-PKCS1v15,19,1017,1,10,0.35714285714285715,1017,0,0,406,71,1
1,15,26,3072,RSA-PKCS1v15,7,1024,1,8,0.5769230769230769,2853,0,0,1145,525,1
0,1,8,3072,RSA-PSS,18,330,1,48,0.125,2282,0,0,1035,401,1
0,7,28,3072,RSA-PKCS1v15,18,599,1,48,0.25,1992,0,0,584,669,1
0,10,28,3072,RSA-PSS,15,969,1,12,0.35714285714285715,2438,0,0,347,81,1
1,17,27,3072,RSA-PKCS1v15,10,397,1,29,0.6296296296296297,3734,0,0,1277,100,1
1,2,17,2048,RSA-PSS,9,973,1,29,0.11764705882352941,4423,0,0,797,595,0
1,9,9,2048,RSA-PSS,7,454,1,23,1.0,2765,1,0,119,218,1
1,32,33,3072,RSA-PKCS1v15,0,426,1,26,0.9696969696969697,3744,0,1,1911,884,1
1,10,20,2048,RSA-PSS,9,661,0,37,0.5,1302,0,0,520,749,1
0,1,13,2048,RSA-PKCS1v15,17,483,1,32,0.07692307692307693,4519,0,1,1239,125,1
1,15,28,2048,RSA-PSS,2,666,1,38,0.5357142857142857,4330,0,0,733,201,1
0,22,29,3072,RSA-PKCS1v15,10,946,1,6,0.7586206896551724,1187,0,0,80,2,1
0,9,13,2048,RSA-PKCS1v15,17,317,1,8,0.6923076923076923,4726,0,0,419,574,1
0,17,35,4096,RSA-PSS,2,582,1,17,0.4857142857142857,2630,0,0,584,20,1
0,5,6,3072,RSA-PKCS1v15,7,971,0,12,0.8333333333333334,2546,1,0,712,983,1
1,18,18,3072,RSA-PKCS1v15,13,388,1,22,1.0,1978,0,0,1709,722,1
1,3,5,3072,RSA-PKCS1v15,5,839,1,14,0.6,1205,1,0,1313,952,1
0,12,25,2048,RSA-PSS,14,845,1,34,0.48,2841,0,0,234,858,1
1,1,2,3072,RSA-PSS,13,444,1,19,0.5,517,0,0,261,180,0
1,2,10,4096,RSA-PKCS1v15,6,611,1,6,0.2,414,0,0,1982,409,0
1,9,30,4096,RSA-PKCS1v15,9,326,1,18,0.3,1304,0,0,933,62,0
0,5,5,4096,RSA-PSS,14,518,1,36,1.0,3635,0,0,657,273,1
1,0,33,3072,RSA-PSS,9,561,1,37,0.0,2829,0,0,1046,807,0
1,0,1,2048,RSA-PKCS1v15,21,813,1,38,0.0,4769,0,1,78,753,1
1,13,18,2048,RSA-PSS,16,479,1,15,0.7222222222222222,3647,0,0,742,763,1
1,7,32,3072,RSA-PSS,18,583,1,38,0.21875,1883,0,0,672,10,1
0,2,11,2048,RSA-PKCS1v15,16,1017,1,40,0.18181818181818182,1416,0,0,1038,699,1
1,13,21,2048,RSA-PSS,11,843,1,9,0.6190476190476191,3593,1,0,1772,921,1
1,9,26,4096,RSA-PSS,14,329,1,6,0.34615384615384615,1587,0,0,1172,622,0
1,16,25,2048,RSA-PSS,11,766,0,2,0.64,4386,0,0,1686,540,1
0,8,22,2048,RSA-PKCS1v15,8,397,1,16,0.36363636363636365,3437,0,0,30,986,1
1,5,27,4096,RSA-PSS,4,840,1,1,0.18518518518518517,646,0,0,438,460,0
1,10,13,4096,RSA-PKCS1v15,3,357,1,30,0.7692307692307693,817,0,0,1697,61,1
1,24,33,2048,RSA-PSS,11,861,0,48,0.7272727272727273,2405,1,0,1797,58,1
1,27,34,4096,RSA-PSS,15,836,1,33,0.7941176470588235,4534,0,0,1554,300,1
1,32,35,4096,RSA-PKCS1v15,8,320,1,1,0.9142857142857143,1425,0,0,63,497,1
1,1,1,2048,RSA-PKCS1v15,2,448,1,39,1.0,2459,0,0,1454,339,0
1,4,21,2048,RSA-PKCS1v15,20,317,1,16,0.19047619047619047,4770,0,0,1159,252,0
0,0,6,1024,RSA-PKCS1v15,2,787,1,17,0.0,4855,0,0,157,407,1
0,17,28,3072,RSA-PSS,17,496,1,48,0.6071428571428571,3506,1,0,569,974,1
1,1,17,2048,RSA-PKCS1v15,16,970,1,48,0.058823529411764705,3598,0,0,943,256,0
0,4,5,4096,RSA-PKCS1v15,9,665,1,38,0.8,4039,1,0,777,381,1
0,25,31,4096,RSA-PKCS1v15,1,555,1,18,0.8064516129032258,4742,0,0,254,145,1
0,2,5,4096,RSA-PSS,23,450,1,22,0.4,524,0,0,1007,591,0
1,2,3,4096,RSA-PSS,10,709,1,22,0.6666666666666666,3304,0,0,1211,341,0
0,5,23,4096,RSA-PKCS1v15,23,829,1,35,0.21739130434782608,2918,0,0,1904,806,1
1,9,10,2048,RSA-PKCS1v15,2,874,1,31,0.9,2508,0,0,873,798,1
0,7,10,2048,RSA-PKCS1v15,22,892,1,40,0.7,1376,1,0,1403,403,1
1,3,19,3072,RSA-PKCS1v15,22,556,1,27,0.15789473684210525,350,0,0,1351,288,0
1,17,17,2048,RSA-PSS,1,711,0,36,1.0,3982,0,0,199,989,1
0,10,21,3072,RSA-PKCS1v15,8,457,1,4,0.47619047619047616,1570,0,0,881,214,1
1,4,14,3072,RSA-PSS,18,929,1,49,0.2857142857142857,2478,1,0,1195,532,0
1,1,9,4096,RSA-PKCS1v15,1,557,1,5,0.1111111111111111,2438,1,0,1339,870,0
1,1,1,2048,RSA-PKCS1v15,18,879,0,25,1.0,3698,0,0,6,742,1
1,5,13,4096,RSA-PSS,1,592,1,31,0.38461538461538464,2705,0,0,1902,576,0
1,2,4,2048,RSA-PKCS1v15,14,287,1,14,0.5,2037,0,0,1280,548,0
1,1,1,3072,RSA-PKCS1v15,23,353,1,30,1.0,3762,0,0,1903,961,0
1,12,32,1024,RSA-PKCS1v15,20,1014,1,47,0.375,325,0,0,821,211,1
0,3,34,4096,RSA-PKCS1v15,2,446,1,12,0.08823529411764706,3999,0,0,1344,171,1
1,21,28,1024,RSA-PSS,4,796,1,27,0.75,1111,1,1,248,538,1
1,31,31,3072,RSA-PKCS1v15,10,303,1,45,1.0,540,0,0,1755,263,1
1,6,8,1024,RSA-PKCS1v15,23,505,1,24,0.75,2412,0,0,4,802,1
0,10,26,2048,RSA-PSS,6,481,1,30,0.38461538461538464,1869,0,0,513,676,1
1,23,34,3072,RSA-PKCS1v15,5,527,1,18,0.6764705882352942,4767,0,0,838,390,1
1,3,3,2048,RSA-PSS,13,920,0,14,1.0,1229,1,0,506,421,1
1,11,12,2048,RSA-PKCS1v15,0,740,1,19,0.9166666666666666,4232,0,0,31,62,1
